p_L (%), p_R (%), x (m), y (m), heading (°)
0,-29.947916666666668,-0.5346154242819561,-17.238259950693653,6.20441833009739
0,-29.947916666666668,-0.4732929129214735,-17.233170657169243,6.3761203143955525
0,-29.947916666666668,-0.4212191091920387,-17.228870586693546,6.425686862365061
0,-29.947916666666668,-0.3199838252714725,-17.215555363508773,6.4175213093029155
0,-29.947916666666668,-0.25824695411569176,-17.208968705975785,6.287074536409046
0,-29.947916666666668,-0.1941626551731848,-17.202288461011523,6.0564254364401835
0,-29.947916666666668,-0.13906363317452755,-17.196835551158564,5.546107823342823
0,-29.947916666666668,-0.5666701543326274,-17.481856271190335,4.531037988005651
0,-29.947916666666668,-0.5964186982385158,-17.481966612632746,3.3327834472854585
0,-29.947916666666668,-0.5718711780543425,-17.48155907230003,1.9486531788686936
0,-29.947916666666668,-0.54943779857127,-17.481543052744968,0.7233330677468117
0,-29.947916666666668,-0.5201412545090173,-17.48195164768688,-0.5322876539949688
0,-29.947916666666668,-0.49520430560603007,-17.48282032645201,-1.6968151683140866
0,-29.947916666666668,-0.5211388776658085,-17.484672277581094,-2.8537094600742177
0,-29.947916666666668,-0.5047296008664164,-17.485764728302403,-3.8906187664724734
0,-29.947916666666668,-0.4896714523153448,-17.486707856794375,-5.098906122086267
0,-29.947916666666668,-0.4767314037508767,-17.48784864470783,-6.475583645291283
0,-29.947916666666668,-0.7633889727110824,-17.62946928429839,-8.436730541585849
0,-29.947916666666668,-0.7722265291415334,-17.628094553801695,-10.533704123270535
31.876606683804624,29.82005141388175,-0.7707691982572487,-17.62883970871187,-12.653788763035873
31.876606683804624,30.848329048843187,-0.7721581108782797,-17.628623085788607,-14.758666171869761
31.876606683804624,32.13367609254499,-0.7728724539269427,-17.628466313977448,-17.22574241943031
31.876606683804624,33.16195372750643,-0.7739639949685237,-17.62808682586383,-19.676571943187614
0,5.912596401028278,-0.7759490836444307,-17.627929321420385,-22.4033560273079
0,8.483290488431876,-0.7755986744523732,-17.62829796615296,-24.87014227353135
0,11.825192802056556,-0.7725946367052047,-17.629461696922338,-27.48154604339142
0,15.167095115681233,-0.7685754294843193,-17.6313861779492,-29.718262078962564
0,19.02313624678663,-0.9088731042222605,-17.703870514731523,-31.909807230987987
0,22.62210796915167,-0.924159332710295,-17.697199803526285,-33.77900872188448
0,26.735218508997427,-0.9175575684138797,-17.70177798272971,-35.62986396675022
0,29.82005141388175,-0.9102432471056644,-17.707338037092548,-37.252002089852965
0,29.82005141388175,-0.8999073378268158,-17.71551835427746,-38.969836745111934
0,29.82005141388175,-0.8881701691218805,-17.725252078155506,-40.50048137981089
0,29.82005141388175,-0.9211368810713401,-17.7047547095916,-41.68671735419137
0,29.82005141388175,-0.9136966980552357,-17.710772177031508,-42.27080034754725
0,29.82005141388175,-0.9084464896177685,-17.71520357705906,-42.4277016684553
0,29.82005141388175,-0.9021423068230358,-17.720698332107347,-42.22340144256437
0,29.82005141388175,-0.9760388449634302,-17.74947773779155,-41.782658487781845
0,29.82005141388175,-0.9899971819268029,-17.737560464959614,-41.306984742780465
0,29.82005141388175,-0.9836869507425512,-17.74300459721683,-40.810406857116035
0,29.82005141388175,-0.9762387784084893,-17.749399932479093,-40.32472974400763
0,29.82005141388175,-0.9629751192337833,-17.76043982817959,-39.56006877549805
0,29.82005141388175,-0.9539983933585847,-17.7675172397492,-38.736437228985125
0,29.82005141388175,-0.9788724797599755,-17.746630803618444,-37.73714704815084
0,29.82005141388175,-0.972011206570773,-17.751869662506085,-36.65343722308725
0,29.82005141388175,-0.9679696150870237,-17.754652787048162,-35.291475513848276
0,29.82005141388175,-0.9649050173305346,-17.756562005015617,-33.99181766144811
0,29.82005141388175,-1.0156506453113938,-17.759696120143847,-32.496054911835856
0,29.82005141388175,-1.0103932560674718,-17.763482429820986,-30.940814879481813
0,29.82005141388175,-1.0128263933384969,-17.76199791444058,-29.180419595416243
0,29.82005141388175,-1.0154655669986248,-17.760535260763778,-27.451686323665733
0,29.82005141388175,-1.020693301638736,-17.7578374212703,-25.583725564926088
0,29.82005141388175,-1.0331499422866723,-17.751898989913215,-24.00707840124856
0,29.82005141388175,-1.0035159096177986,-17.76979638193067,-22.555402347881802
0,29.82005141388175,-1.011241630401114,-17.766475062149553,-20.815910742175348
31.876606683804624,33.933161953727506,-1.0189387345471472,-17.763483141058202,-18.54887857022186
31.876606683804624,32.64781491002571,-1.033038854200957,-17.758977741665216,-16.339510146003793
31.876606683804624,31.619537275064268,-1.0652308550471374,-17.75749724488036,-14.088777312422897
31.876606683804624,30.59125964010283,-1.0363498834377858,-17.770337560645466,-12.54324298612994
31.876606683804624,29.82005141388175,-1.0472298784481193,-17.76783259389202,-10.581710202197371
0,-6.770833333333333,-1.0547507212774323,-17.766488916170093,-8.583809995834697
0,-8.59375,-1.063660702002667,-17.765278201108114,-6.751011290199399
0,-10.9375,-1.0658627711917497,-17.765065242379382,-5.096260867148626
0,-13.802083333333334,-1.0706640646238967,-17.76447050409766,-3.316927706332478
0,-16.927083333333336,-1.0673780979763952,-17.765343765457803,-1.6734749381715677
0,-20.052083333333336,-1.0737437413338782,-17.765412142601868,-0.15994362943492024
0,-23.177083333333336,-1.0838015630455828,-17.765463598731465,1.01586431506223
0,-26.041666666666668,-1.086381086448122,-17.765858396207403,1.9289543905227204
0,-28.90625,-1.0560898857558076,-17.769195049281503,2.527075428691121
0,-29.947916666666668,-1.0712942846748212,-17.7695333092329,2.906492776993422
0,-29.947916666666668,-1.0842195237666772,-17.77028499274702,3.278559262089972
0,-29.947916666666668,-1.104288805137699,-17.77158004628295,3.6109574736340533
0,-29.947916666666668,-1.1265092138441721,-17.773055875010538,3.771816148030674
0,-29.947916666666668,-1.073003321104587,-17.77240397793471,3.9023978335598453
0,-29.947916666666668,-1.0797526609375399,-17.772802352792816,3.9304559382801476
0,-29.947916666666668,-1.0960043246521747,-17.773910801357783,3.893274423957717
0,-29.947916666666668,-1.101359984333661,-17.774234062051875,3.479685097567727
0,-29.947916666666668,-0.7720842901108195,-17.743595558401033,2.57429133804369
0,-29.947916666666668,-0.6364495877716266,-17.737357321377065,1.4494194742014208
0,-29.947916666666668,-0.5991718123457872,-17.736840162610974,-0.0612077506745011
0,-29.947916666666668,-0.563813734371973,-17.737312922329405,-1.6630582375549205
0,-29.947916666666668,-0.5246206396721705,-17.739140193142465,-3.7116239436259733
0,-29.947916666666668,-0.48609607221421164,-17.742387812079276,-5.79451813965248
0,-29.947916666666668,-0.3888413806873475,-17.75020787565868,-8.27521984119231
0,-29.947916666666668,-0.3602040847742933,-17.75472658699195,-9.453459529421176
31.876606683804624,30.077120822622106,-0.2660715601779808,-17.774278560875153,-13.38957333050103
31.876606683804624,31.362467866323907,-0.2078245872355559,-17.79024728565998,-16.11604621896977
31.876606683804624,32.904884318766065,0.030014177992216097,-17.73253265067982,-19.318008407156398
0,5.655526992287918,0.08116636836635772,-17.75479818735311,-22.204221613180586
0,8.483290488431876,0.14083681407665272,-17.781628402254945,-25.192639480734545
0,12.082262210796916,0.19885708951953726,-17.81113784512644,-27.681977482423545
0,15.681233933161954,0.26416784647659103,-17.84786288202072,-30.09557104437964
0,19.28020565552699,0.32930922651292205,-17.887953789827083,-32.283615872860864
0,23.39331619537275,0.34205541296989317,-17.909263035582722,-34.71246149608368
0,27.76349614395887,0.3968313031110871,-17.949431527422128,-36.74103320964129
0,29.82005141388175,0.45441150285991594,-17.99506617234919,-38.73126256643993
0,29.82005141388175,0.5088852117569874,-18.040757486647426,-40.35257454328987
0,29.82005141388175,0.6923323657770474,-17.842158764063026,-41.903559541271726
0,29.82005141388175,0.7213567411033935,-17.877708904873696,-42.94654282000093
0,29.82005141388175,0.7740765839456719,-17.926581508858497,-43.42960948535764
0,29.82005141388175,0.8260062973005123,-17.97456607269643,-43.39679431038084
0,29.82005141388175,0.8876330338783252,-18.031261791267653,-42.97042575461418
0,29.82005141388175,0.9493923718922451,-18.08708599422841,-42.36000072852372
0,29.82005141388175,0.9467701500604014,-18.088572273311964,-41.713217267110174
0,29.82005141388175,0.9771225334886113,-18.11510388590244,-41.40733212116918
0,29.82005141388175,1.0584390150235021,-18.184876434424634,-40.496172906262444
0,29.82005141388175,1.0802600885640752,-18.203144930979715,-40.264633117950936
0,29.82005141388175,0.981925199011481,-17.927491949636178,-39.47251111065976
0,29.82005141388175,0.9357393884526582,-17.889043367726696,-38.73925382204602
0,29.82005141388175,0.9515242146748295,-17.90083877594691,-37.75352079372604
0,29.82005141388175,0.9665107292763784,-17.91173207879723,-36.67774062801195
0,29.82005141388175,0.9842392169548831,-17.92422792906239,-35.373136831326875
0,29.82005141388175,0.9970965932122481,-17.932756069417447,-33.946168119398884
0,29.82005141388175,0.9699821885257249,-17.910967453010134,-32.23105688792401
0,29.82005141388175,0.9754237241232877,-17.91429433751444,-30.708627595461376
0,29.82005141388175,0.9789116149621807,-17.916404634629313,-29.50450906160042
0,29.82005141388175,0.9902626622392188,-17.922736635784123,-28.01000606667579
0,29.82005141388175,0.900295269647527,-17.75445846499821,-26.385366280047776
0,29.82005141388175,0.9042978155798687,-17.755931920969566,-25.400943612759903
0,29.82005141388175,0.8910307474451276,-17.74872544468738,-23.044332431568492
0,29.82005141388175,0.8951864826499929,-17.75025200218769,-21.023045893813645
31.876606683804624,34.19023136246786,0.8914242349773,-17.748805353235003,-19.082657532245552
31.876606683804624,33.16195372750643,0.8845456015915069,-17.746583574458942,-17.137718299580527
31.876606683804624,32.13367609254499,0.9014339936716553,-17.754034682818062,-15.294599957228163
31.876606683804624,31.10539845758355,0.8991712081374621,-17.753429714519115,-13.443657017645172
31.876606683804624,30.334190231362467,0.8976249693960391,-17.75337011054983,-11.687108310122735
31.876606683804624,29.30591259640103,0.896681832371854,-17.753364085577577,-9.777271591337913
0,-7.291666666666667,0.8448741386893294,-17.665022776608065,-7.965494359351645
0,-9.114583333333332,0.8448111937040613,-17.664732571723768,-6.8543312495469655
0,-12.239583333333332,0.8433235735339393,-17.66469845727939,-4.050748747706635
0,-15.104166666666666,0.845008463979494,-17.664815158993093,-2.5250182379377697
0,-17.708333333333336,0.8494196701542849,-17.664911843948605,-1.2230179588589145
0,-20.833333333333336,0.8489134144053156,-17.6648584028957,0.052429668613771074
0,-23.697916666666664,0.8518824913686741,-17.66490342668638,1.1182527596944323
0,-26.5625,0.8505571741511198,-17.665510499500147,1.8866265392249582
0,-29.166666666666668,0.8408800813763301,-17.66600738694045,2.249685367528526
0,-29.947916666666668,0.8224892250570662,-17.66700320520086,2.6639852405287545
0,-29.947916666666668,0.7862539660597154,-17.62330092443983,3.0859784562534047
0,-29.947916666666668,0.8277426415404363,-17.62471525596568,3.4788528503663088
0,-29.947916666666668,0.8093485909528836,-17.62576388401718,3.6748704635817693
0,-29.947916666666668,0.7974138987922708,-17.626528701294493,3.706156740757104
0,-29.947916666666668,0.7683980837852333,-17.628521258809585,3.7664918496825748
0,-29.947916666666668,0.7479487729538683,-17.6299219435147,3.550551186019676
0,-29.947916666666668,0.7822309457548877,-17.628238782356352,2.975720679397817
0,-29.947916666666668,0.7780072946505091,-17.628476147366882,1.870543386688729
0,-29.947916666666668,0.7757775073884136,-17.628576899169687,0.5879077544804264
0,-29.947916666666668,0.7754039381790021,-17.628642257930178,-0.9030541686104497
0,-29.947916666666668,0.7873142957789111,-17.60340240705139,-2.293927977248368
0,-29.947916666666668,0.7738494018510959,-17.604028420248476,-3.813667289382602
0,-29.947916666666668,0.7822236843317795,-17.604386070451906,-5.391961142261569
0,-29.947916666666668,0.7875326210855323,-17.604986543134743,-6.423022912636754
0,-29.947916666666668,0.7976606147158901,-17.60647713022811,-9.231950169320708
0,-29.947916666666668,0.8015654591164029,-17.60735111196533,-11.450305545605007
31.876606683804624,30.334190231362467,0.7997808821680237,-17.607144347890475,-13.757006895501128
31.876606683804624,31.619537275064268,0.7969760646663068,-17.60718580660427,-16.323794525527422
31.876606683804624,32.64781491002571,0.7948549371197244,-17.60640579756269,-18.642319396636108
31.876606683804624,34.19023136246786,0.7865610816000658,-17.60342960776023,-21.25160146699888
0,7.197943444730077,0.7841985830854874,-17.588805054701403,-23.411645438166275
0,9.254498714652955,0.7906590252230385,-17.59021760793596,-25.32879725951846
0,11.568123393316196,0.7925024361052683,-17.59198476989173,-26.582125542842213
0,14.138817480719796,0.8060501121204312,-17.598975835680733,-27.69642811830333
0,16.195372750642672,0.823890284008106,-17.608589914039147,-28.602287813871897
0,18.76606683804627,0.8468829994535839,-17.621600154203097,-29.719148740063034
0,21.59383033419023,0.789481295958675,-17.596577989272593,-30.837621962007034
0,24.67866323907455,0.7999152275750065,-17.603223293442625,-32.26181966853729
0,28.020565552699228,0.8126240414591979,-17.611675465027417,-33.73347029013831
0,29.82005141388175,0.826902461572801,-17.621553451579413,-35.01123328108036
0,29.82005141388175,0.8206689213361663,-17.608147694522128,-35.67380162398151
0,29.82005141388175,0.7986848584764528,-17.59591781603979,-35.644817529724826
0,29.82005141388175,0.8072169726466544,-17.601873815314313,-35.169720845119905
0,29.82005141388175,0.8170391665274195,-17.60863221693646,-34.42222026917314
0,29.82005141388175,0.827656670269095,-17.615776768535973,-33.64288601260314
0,29.82005141388175,0.8305358278460948,-17.61760917886732,-33.20157303850416
0,29.82005141388175,0.8081843611772844,-17.60243811988164,-32.14717312352219
0,29.82005141388175,0.8175594187650791,-17.608345807376814,-31.217643077947628
0,29.82005141388175,0.8236854581098233,-17.61195034230071,-30.231156740606597
0,29.82005141388175,0.8323181200417409,-17.616844154684465,-29.064033900580235
0,29.82005141388175,0.8159669346230579,-17.59978999094884,-27.910169048267743
0,29.82005141388175,0.8109078473793588,-17.59660619791471,-26.673582429384187
0,29.82005141388175,0.812868165446954,-17.5973195430091,-25.391111699324682
0,29.82005141388175,0.8170501800536824,-17.59925284159022,-23.628478500709072
0,29.82005141388175,0.8230296479726638,-17.601754564944883,-21.88097008790629
0,29.82005141388175,0.8236197779595241,-17.60192805815986,-20.914479606526914
31.876606683804624,33.67609254498715,0.8250864288444559,-17.602501561191804,-18.687387818355
31.876606683804624,32.904884318766065,0.8229516217740526,-17.601282255523554,-16.89508980793375
31.876606683804624,32.13367609254499,0.8218465571541749,-17.601071476747983,-15.20959744925287
31.876606683804624,31.10539845758355,0.8167691277001624,-17.599818012664155,-13.337910678384874
31.876606683804624,30.077120822622106,0.7983997226013648,-17.587851297701285,-11.57556713461313
31.876606683804624,29.30591259640103,0.8066762001320869,-17.590979012215094,-9.756124296086458
0,-7.291666666666667,0.8055760607438276,-17.59035919323821,-7.863600806995098
0,-9.375,0.8080107915615061,-17.59070598747154,-6.634794170849876
0,-12.5,0.8050603670785687,-17.590508676953938,-3.709640580349375
0,-15.364583333333334,0.7961891027821186,-17.590040459802186,-2.099547479766584
0,-18.229166666666664,0.8240332653912689,-17.594918511951825,-0.6997593826138032
0,-21.614583333333336,0.8157264931365058,-17.595088181018248,0.5920200747536825
0,-24.21875,0.8069550303742723,-17.595191131893003,1.4526228553214033
0,-27.34375,0.7907248325886603,-17.595907456853215,2.2791036159508766
0,-29.947916666666668,0.9974258810376383,-17.587448570396628,3.1195537639249844
0,-29.947916666666668,1.121810956522237,-17.590133203775796,3.7815339555648046
0,-29.947916666666668,1.1283984397123799,-17.589719990098832,4.165397502031359
0,-29.947916666666668,1.1298579740621173,-17.589521015049883,4.486446770164998
0,-29.947916666666668,1.12532896696846,-17.589887554834565,4.6326403022586184
0,-29.947916666666668,1.123799452991899,-17.590013638821592,4.67724320735759
0,-29.947916666666668,1.2594670163553734,-17.582445279045142,4.658261984693606
0,-29.947916666666668,1.2856793382098415,-17.580313531688223,4.210012106946802
0,-29.947916666666668,1.31060473918524,-17.57867171482305,3.294180693106234
0,-29.947916666666668,1.3390557043612612,-17.577333689134264,2.0172277445148796
0,-29.947916666666668,1.531868075881401,-17.57014335960709,0.9069797815451915
0,-29.947916666666668,1.5777400216286788,-17.569694054055677,-0.25196676801848517
0,-29.947916666666668,1.623458800703171,-17.57015978794626,-1.3677059171197874
0,-29.947916666666668,1.6711156512342888,-17.57195985717693,-2.7227843755706846
0,-29.947916666666668,1.7126348819212807,-17.574590552591694,-4.187020806628632
0,-29.947916666666668,1.7579154983986065,-17.57879982274046,-6.0423795661584
0,-29.947916666666668,1.811314778803181,-17.58419460697463,-8.001360367263121
0,-29.947916666666668,1.8511267396160769,-17.59162674860258,-10.456249818633188
31.876606683804624,29.82005141388175,1.8927118424852618,-17.600677152885304,-12.97884747574732
31.876606683804624,31.362467866323907,1.9413210488705366,-17.613762969532413,-16.004035460075198
31.876606683804624,32.64781491002571,2.0543550705710807,-17.599006407418447,-18.78263741138948
31.876606683804624,34.19023136246786,2.08279071290427,-17.60899892256813,-20.21889963908894
0,7.455012853470437,2.129108716987357,-17.63209135310644,-23.462047134000994
0,9.511568123393316,2.175255516996868,-17.653552028376257,-25.760521812983313
0,12.596401028277635,2.2208753364447964,-17.677110883956892,-27.97244360609842
0,16.195372750642672,2.2736845377590895,-17.70691168707162,-30.118468095067136
0,19.53727506426735,2.2650653959713964,-17.712623219467027,-31.74057822696583
0,22.62210796915167,2.2905120580179448,-17.729027877215817,-32.52145433885837
0,25.96401028277635,2.3593555404644158,-17.774297244679868,-34.2060175097148
0,29.30591259640103,2.3855694147635753,-17.792528147955224,-34.8630211155536
0,29.82005141388175,2.280536969983222,-17.70536896401248,-36.90529576003419
0,29.82005141388175,2.2391428306067502,-17.684093459291663,-38.16356441008329
0,29.82005141388175,2.2490778757180725,-17.692075816787803,-38.73655203193734
0,29.82005141388175,2.26002280300272,-17.7008802289453,-38.73313131244984
0,29.82005141388175,2.2714136222476666,-17.709892824290225,-38.25812876718787
0,29.82005141388175,2.2892694018846496,-17.723771120804177,-37.57150745381552
0,29.82005141388175,2.2458296114509406,-17.69173591447077,-36.80630265765442
0,29.82005141388175,2.258645682942471,-17.701075235173054,-35.94040893245501
0,29.82005141388175,2.268826924212271,-17.70829780033196,-35.135617977440745
0,29.82005141388175,2.2757264595187197,-17.71304133217347,-34.17681531145418
0,29.82005141388175,2.1924954733884734,-17.64130730227001,-33.236492797584845
0,29.82005141388175,2.185509584444065,-17.63606834707396,-32.10960494390978
0,29.82005141388175,2.188269009824785,-17.637797501427528,-31.062470403080297
0,29.82005141388175,2.1914572147433944,-17.639637195131726,-30.360536165866627
0,29.82005141388175,2.1966928573737805,-17.642576989968205,-28.125995824320892
0,29.82005141388175,2.202328349371497,-17.645493117890595,-26.31730748677337
0,29.82005141388175,2.194757626000593,-17.640711973113575,-24.806515531296235
0,29.82005141388175,2.194715241329353,-17.64055131029112,-23.11622658422619
0,29.82005141388175,2.1923907609494537,-17.6397287561995,-21.442536570870452
31.876606683804624,34.19023136246786,2.187954927435642,-17.63812366359816,-19.581298311665602
31.876606683804624,33.41902313624679,2.1389163946874623,-17.59903336231461,-17.737822446577773
31.876606683804624,32.390745501285345,2.147648406006813,-17.603474654381603,-15.849096724814437
31.876606683804624,31.362467866323907,2.1453151149445966,-17.6026514376739,-14.036267715193967
31.876606683804624,30.334190231362467,2.142990744273808,-17.60221236393449,-12.037545406809226
31.876606683804624,29.562982005141386,2.140188592973072,-17.601672645864074,-10.17629211599666
0,-7.291666666666667,2.1380972236200284,-17.601370932049846,-8.031681197496711
0,-9.114583333333332,2.147001361781926,-17.603981522373036,-6.15031684547571
0,-11.979166666666668,2.1420266745138163,-17.603292078055038,-4.23004230789187
0,-14.84375,2.138463172194028,-17.602970977845512,-2.6833216692119746
0,-17.708333333333336,2.1387399082630414,-17.60299782719885,-1.0150716792549457
0,-20.833333333333336,2.2507980568800807,-17.536081925495328,0.4038424694194409
0,-24.21875,2.3221650001495013,-17.543079426895705,1.5550984949070414
0,-27.083333333333332,2.33367412468181,-17.542251847252466,2.414013574599714
0,-29.947916666666668,2.3451831516279786,-17.541389371325845,3.280922137101837
0,-29.947916666666668,2.3517670213700215,-17.540709768574015,3.991912714605305
0,-29.947916666666668,2.3541299229532076,-17.54027958955712,4.617212680712325
0,-29.947916666666668,2.4445242180532687,-17.538084777411278,5.049126314748298
0,-29.947916666666668,2.460510305722553,-17.536703217034773,5.29823171095896
0,-29.947916666666668,2.470053438307919,-17.5357236689517,5.441196926253769
0,-29.947916666666668,2.472427751834541,-17.53548150127997,5.4860315388435135
0,-29.947916666666668,2.5728648766591227,-17.455073631842513,5.1337598629894075
0,-29.947916666666668,2.574799044179384,-17.454531996044487,4.750190409330795
0,-29.947916666666668,2.648150235744205,-17.450298633794862,3.207035691520509
0,-29.947916666666668,2.6586152416327784,-17.449682366395333,2.508447948100006
0,-29.947916666666668,2.6988107124068597,-17.44826925643392,0.7653941072229958
0,-29.947916666666668,2.726680071376595,-17.448182447793016,-0.5641904939583029
0,-29.947916666666668,2.7565193893925484,-17.448971935801055,-1.9173238173415699
0,-29.947916666666668,2.786029552650673,-17.450960237925056,-3.666852241985934
0,-29.947916666666668,2.8179563123612588,-17.45359736097536,-5.634216053073367
0,-29.947916666666668,2.853558082771517,-17.45816315163522,-8.001459886032313
0,-29.947916666666668,2.915295843017266,-17.381756524096367,-10.273137576307791
31.876606683804624,29.82005141388175,2.944635604421864,-17.38908362337314,-12.99085839113346
31.876606683804624,31.10539845758355,2.9695313307188136,-17.39573499154485,-15.655395249457293
31.876606683804624,32.64781491002571,2.991260041466925,-17.402271700621004,-18.24311831468082
31.876606683804624,33.67609254498715,3.0099688797825883,-17.408888283163407,-20.42557810061318
0,6.426735218508997,3.0263423995740584,-17.41544075764384,-22.743767930654293
0,8.483290488431876,3.0782032066115206,-17.432996669903446,-25.00141768464247
0,11.825192802056556,3.098900077557074,-17.445172015092034,-27.10414358744401
0,14.652956298200515,3.131741188388784,-17.46306787038518,-28.64206567528657
0,17.480719794344473,3.1754658361748582,-17.488101259395158,-30.258128335186047
0,20.822622107969153,3.094587951207458,-17.419301683349733,-32.06177293906101
0,24.67866323907455,3.0324283638836778,-17.394515204749815,-34.05263649567178
0,28.53470437017995,3.048365767697891,-17.405552357133743,-35.798323483733995
